trial,condition,number,response,mask,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Instructions.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,image.started,image.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,282.87382550002076,None,space,491.22522660007235,282.87382550002076,None,,,,,,,,,,,,,,,,,,,9. participant,001,2021_Dec_01_1454,Experiment_Alli,2021.1.4,60.05133187786532,
4,go,4,space,,0,0,0,3,,,,,,,,,,,774.9533732000273,775.9670086000115,776.7011827999959,776.7516070000129,space,0.3761281999759376,776.7011827999959,None,,,,,,,,,,,9. participant,001,2021_Dec_01_1454,Experiment_Alli,2021.1.4,60.05133187786532,
18,go,9,space,,0,1,1,17,,,,,,,,,,,777.8668513000011,778.865677600028,779.6193112999899,779.6821620000992,space,0.3165551000274718,779.6193112999899,None,,,,,,,,,,,9. participant,001,2021_Dec_01_1454,Experiment_Alli,2021.1.4,60.05133187786532,
14,go,5,space,,0,2,2,13,,,,,,,,,,,780.7324039000086,781.7321482000407,782.483473500004,782.5322708000895,space,0.357755700009875,782.483473500004,None,,,,,,,,,,,9. participant,001,2021_Dec_01_1454,Experiment_Alli,2021.1.4,60.05133187786532,
26,go,8,space,,0,3,3,25,,,,,,,,,,,783.630945000099,784.6308519000886,785.3804749000119,785.4300590000348,space,0.45025910006370395,785.3804749000119,None,,,,,,,,,,,9. participant,001,2021_Dec_01_1454,Experiment_Alli,2021.1.4,60.05133187786532,
3,no-go,3,None,,0,4,4,2,,,,,,,,,,,786.5977026000619,787.6123026000569,788.3459163000807,788.3963573999936,space,0.3494108999148011,788.3459163000807,None,,,,,,,,,,,9. participant,001,2021_Dec_01_1454,Experiment_Alli,2021.1.4,60.05133187786532,
28,go,1,space,,0,5,5,27,,,,,,,,,,,789.4613486999879,790.4611830000067,791.2115932999877,791.2627379000187,space,0.48343450005631894,791.2115932999877,None,,,,,,,,,,,9. participant,001,2021_Dec_01_1454,Experiment_Alli,2021.1.4,60.05133187786532,
30,no-go,3,None,,0,6,6,29,,,,,,,,,,,792.4651563999942,793.4766134000383,794.2111789000919,794.2615522000706,None,,794.2111789000919,None,,,,,,,,,,,9. participant,001,2021_Dec_01_1454,Experiment_Alli,2021.1.4,60.05133187786532,
11,go,2,space,,0,7,7,10,,,,,,,,,,,796.9799964000704,797.9919964000583,798.7255823999876,798.7759478000225,space,0.4357832999667153,798.7255823999876,796.2388570000185,,,,,,,,,,,9. participant,001,2021_Dec_01_1454,Experiment_Alli,2021.1.4,60.05133187786532,
25,go,7,space,,0,8,8,24,,,,,,,,,,,799.9637908000732,800.9738039000658,801.707242500037,801.773412300041,space,0.6841202999930829,801.707242500037,None,,,,,,,,,,,9. participant,001,2021_Dec_01_1454,Experiment_Alli,2021.1.4,60.05133187786532,
29,go,2,space,,0,9,9,28,,,,,,,,,,,803.1567623000592,804.1560987000121,804.9074592000106,804.9577542000916,None,,804.9074592000106,None,,,,,,,,,,,9. participant,001,2021_Dec_01_1454,Experiment_Alli,2021.1.4,60.05133187786532,
35,go,8,space,,0,10,10,34,,,,,,,,,,,807.6722814000677,808.6715711000143,809.4210268000606,809.4725523000816,space,0.361360999988392,809.4210268000606,806.9255278999917,,,,,,,,,,,9. participant,001,2021_Dec_01_1454,Experiment_Alli,2021.1.4,60.05133187786532,
23,go,5,space,,0,11,11,22,,,,,,,,,,,810.5434678000165,811.5533592000138,812.3040518000489,812.353968200041,space,0.45862209994811565,812.3040518000489,None,,,,,,,,,,,9. participant,001,2021_Dec_01_1454,Experiment_Alli,2021.1.4,60.05133187786532,
22,go,4,space,,0,12,12,21,,,,,,,,,,,813.5353788000066,814.5352902000304,815.2851720000617,815.3366420000093,space,0.47144980006851256,815.2851720000617,None,,,,,,,,,,,9. participant,001,2021_Dec_01_1454,Experiment_Alli,2021.1.4,60.05133187786532,
36,go,9,space,,0,13,13,35,,,,,,,,,,,816.5352792000631,817.5343084000051,818.2849102000473,818.3352246000431,space,0.35624420002568513,818.2849102000473,None,,,,,,,,,,,9. participant,001,2021_Dec_01_1454,Experiment_Alli,2021.1.4,60.05133187786532,
8,go,8,space,,0,14,14,7,,,,,,,,,,,819.4163822000846,820.4189565000124,821.1654063999886,821.2165913000936,space,0.44170870003290474,821.1654063999886,None,,,,,,,,,,,9. participant,001,2021_Dec_01_1454,Experiment_Alli,2021.1.4,60.05133187786532,
