trial,condition,number,response,mask,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Instructions.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,image.started,image.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
34,go,7,space,,0,9,9,33,,,,,,,,,,,254.46879650000483,255.46795640001073,256.222080900101,256.27133890008554,space,0.328141100006178,256.222080900101,None,,,,,,,,,,,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
35,go,8,space,,0,10,10,34,,,,,,,,,,,257.3171349000186,258.31670550000854,259.0663258000277,259.1176388000604,space,0.3421896999934688,259.0663258000277,None,,,,,,,,,,,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
15,go,6,space,,0,11,11,14,,,,,,,,,,,260.20024320005905,261.2165245000506,261.9501450000098,261.9996913000941,space,0.3411949999863282,261.9501450000098,None,,,,,,,,,,,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
6,go,6,space,,0,12,12,5,,,,,,,,,,,263.0812414000975,264.08086820004974,264.8304527000291,264.8828488000436,space,0.3047677999129519,264.8304527000291,None,,,,,,,,,,,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
14,go,5,space,,0,13,13,13,,,,,,,,,,,265.929983500042,266.92955230001826,267.6801017000107,267.73082130006514,space,0.28407460008747876,267.6801017000107,None,,,,,,,,,,,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
23,go,5,space,,0,14,14,22,,,,,,,,,,,268.74555060011335,269.74534830008633,270.4945738000097,270.5467914000619,space,0.2889161000493914,270.4945738000097,None,,,,,,,,,,,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
31,go,4,space,,0,15,15,30,,,,,,,,,,,271.5620896000182,272.57752460008487,273.3281923000468,273.3793329000473,space,0.35512990003917366,273.3281923000468,None,,,,,,,,,,,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
21,no-go,3,None,,0,16,16,20,,,,,,,,,,,274.46143860009033,275.4593323000008,276.21126360003836,276.26168600004166,None,,276.21126360003836,None,,,,,,,,,,,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
24,go,6,space,,0,17,17,23,,,,,,,,,,,278.97586070001125,279.9910475000506,280.7243421000894,280.775243400014,space,0.3235685999970883,280.7243421000894,278.23168590001296,,,,,,,,,,,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
12,no-go,3,None,,0,18,18,11,,,,,,,,,,,281.8245553000597,282.823284800048,283.5753295000177,283.62331380008254,space,0.24801710003521293,283.5753295000177,None,,,,,,,,,,,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
26,go,8,space,,0,19,19,25,,,,,,,,,,,284.5903278000187,285.5889677000232,286.339924500091,286.38979070005007,space,0.2713069999590516,286.339924500091,None,,,,,,,,,,,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
19,go,1,space,,0,20,20,18,,,,,,,,,,,287.38840060005896,288.38908340001944,289.1390248000389,289.18858190008905,space,0.34075730002950877,289.1390248000389,None,,,,,,,,,,,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
9,go,9,space,,0,21,21,8,,,,,,,,,,,290.2554019000381,291.27037560008466,292.0064328000881,292.06995770009235,space,0.3278993999119848,292.0064328000881,None,,,,,,,,,,,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
3,no-go,3,None,,0,22,22,2,,,,,,,,,,,293.1041029000189,294.12054830009583,294.85306820005644,294.9039761000313,None,,294.85306820005644,None,,,,,,,,,,,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
4,go,4,space,,0,23,23,3,,,,,,,,,,,297.61876350000966,298.61798550002277,299.366912700003,299.4232933000894,space,0.3582017000298947,299.366912700003,296.87305380008183,,,,,,,,,,,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
36,go,9,space,,0,24,24,35,,,,,,,,,,,300.51644630008377,301.5179647000041,302.2678728000028,302.31728120008484,space,0.38149860000703484,302.2678728000028,None,,,,,,,,,,,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
13,go,4,space,,0,25,25,12,,,,,,,,,,,303.4178710000124,304.43185140006244,305.16524840006605,305.215907100006,space,0.4898754999740049,305.16524840006605,None,,,,,,,,,,,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
16,go,7,space,,0,26,26,15,,,,,,,,,,,306.43062270001974,307.43035410006996,308.18062210001517,308.2324299000902,space,0.3116047000512481,308.18062210001517,None,,,,,,,,,,,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
25,go,7,space,,0,27,27,24,,,,,,,,,,,309.2633245000616,310.2810446000658,311.01872810011264,311.07869750005193,space,0.30876490008085966,311.01872810011264,None,,,,,,,,,,,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
28,go,1,space,,0,28,28,27,,,,,,,,,,,312.0950812000083,313.0948240000289,313.84421840007417,313.89535210002214,space,0.466725799953565,313.84421840007417,None,,,,,,,,,,,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
5,go,5,space,,0,29,29,4,,,,,,,,,,,315.07852770003956,316.0934406000888,316.82822370005306,316.877656100085,space,0.34793819999322295,316.82822370005306,None,,,,,,,,,,,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
8,go,8,space,,0,30,30,7,,,,,,,,,,,317.9423874000786,318.943092700094,319.69262139999773,319.74292970006354,space,0.34616050007753074,319.69262139999773,None,,,,,,,,,,,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
33,go,6,space,,0,31,31,32,,,,,,,,,,,320.8163899000501,321.8243500000099,322.56268200010527,322.6263646000298,space,0.3002224999945611,322.56268200010527,None,,,,,,,,,,,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
20,go,2,space,,0,32,32,19,,,,,,,,,,,323.6400789000327,324.6407759001013,325.3821657000808,325.44683780008927,space,0.5014102000277489,325.3821657000808,None,,,,,,,,,,,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
22,go,4,space,,0,33,33,21,,,,,,,,,,,326.6542200000258,327.654734400101,328.40651980007533,328.4563350001117,space,0.2747644999762997,328.40651980007533,None,,,,,,,,,,,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
32,go,5,space,,0,34,34,31,,,,,,,,,,,329.45510750007816,330.45427590003237,331.2041651000036,331.27141080005094,space,0.3576545000541955,331.2041651000036,None,,,,,,,,,,,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
29,go,2,space,,0,35,35,28,,,,,,,,,,,332.3378531000344,333.3535764000844,334.08628510008566,334.1372313000029,space,0.39424079994205385,334.08628510008566,None,,,,,,,,,,,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
35,go,8,space,gabor_0_deg.png,,,,,0,0,0,34,,,,,,,,,,,,,,,335.287340400042,336.3026195000857,337.0364660000196,337.1524778000312,337.13230240007397,337.1683009000262,space,0.4177099000662565,337.0364660000196,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
5,go,5,space,gabor_0_deg.png,,,,,0,1,1,4,,,,,,,,,,,,,,,338.2360179000534,339.2514722000342,339.9873838000931,340.05101920000743,340.00771560007706,340.05101920000743,space,0.3966340000042692,339.9873838000931,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
33,go,6,space,gabor_0_deg.png,,,,,0,2,2,32,,,,,,,,,,,,,,,341.1557522000512,342.1667127000401,342.91597590001766,342.96892320003826,342.93782950006425,342.96892320003826,space,0.8773223999887705,342.91597590001766,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
29,go,2,space,gabor_0_deg.png,,,,,0,3,3,28,,,,,,,,,,,,,,,344.5820810000878,345.58208160009235,346.3313594000647,346.38376500003505,346.3527953000739,346.38376500003505,space,0.8624036000110209,346.3313594000647,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
25,go,7,space,gabor_0_deg.png,,,,,0,4,4,24,,,,,,,,,,,,,,,347.97795100009535,348.9812545001041,349.73335030011367,349.79675300000235,349.75347100000363,349.79675300000235,space,0.3844927999889478,349.73335030011367,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
11,go,2,space,gabor_0_deg.png,,,,,0,5,5,10,,,,,,,,,,,,,,,350.8961266000988,351.89724800002296,352.6468461001059,352.6996821000939,352.68506090005394,352.7138624000363,space,0.35458730009850115,352.6468461001059,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
8,go,8,space,gabor_0_deg.png,,,,,0,6,6,7,,,,,,,,,,,,,,,353.79751030006446,354.81142949999776,355.54528090008534,355.5958330000285,355.5658373000333,355.5958330000285,space,0.33241709996946156,355.54528090008534,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
14,go,5,space,gabor_0_deg.png,,,,,0,7,7,13,,,,,,,,,,,,,,,356.66251910000574,357.6787286000326,358.41133180004545,358.47353870002553,358.43296210002154,358.47353870002553,space,0.36875180003698915,358.41133180004545,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
13,go,4,space,gabor_0_deg.png,,,,,0,8,8,12,,,,,,,,,,,,,,,359.5602683000034,360.5744858001126,361.3249817000469,361.39997370005585,361.34715630009305,361.39997370005585,space,0.3495559999719262,361.3249817000469,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
6,go,6,space,gabor_0_deg.png,,,,,0,9,9,5,,,,,,,,,,,,,,,362.457957000006,363.4578390000388,364.194629500038,364.2461284000892,364.230545300059,364.2601023000898,space,0.32978749996982515,364.194629500038,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
7,go,7,space,gabor_0_deg.png,,,,,0,10,10,6,,,,,,,,,,,,,,,365.291224900051,366.30639940011315,367.03955810004845,367.0910259000957,367.07312910002656,367.1051544001093,space,0.33766139997169375,367.03955810004845,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
18,go,9,space,gabor_0_deg.png,,,,,0,11,11,17,,,,,,,,,,,,,,,368.1567447000416,369.17195139999967,369.9071620000759,369.9564093000954,369.92564400006086,369.9564093000954,space,0.30476279999129474,369.9071620000759,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
19,go,1,space,gabor_0_deg.png,,,,,0,12,12,18,,,,,,,,,,,,,,,371.00384170003235,372.00316930003464,372.7569590000203,372.8069131000666,372.7764458000893,372.8069131000666,space,0.3143063000170514,372.7569590000203,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
16,go,7,space,gabor_0_deg.png,,,,,0,13,13,15,,,,,,,,,,,,,,,373.83843900007196,374.8529467000626,375.5862888999982,375.6499550000299,375.60776510008145,375.6499550000299,space,0.3294558000052348,375.5862888999982,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
21,no-go,3,None,gabor_0_deg.png,,,,,0,14,14,20,,,,,,,,,,,,,,,376.70244810008444,377.7021616999991,378.4537033000961,378.50415170006454,378.4738430000143,378.50415170006454,space,0.31757429998833686,378.4537033000961,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
10,go,1,space,gabor_0_deg.png,,,,,0,15,15,9,,,,,,,,,,,,,,,379.5594336000504,380.5677058000583,381.30143890006,381.35364490002394,381.32351700006984,381.35364490002394,space,0.31212200003210455,381.30143890006,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
36,go,9,space,gabor_0_deg.png,,,,,0,16,16,35,,,,,,,,,,,,,,,382.38399550004397,383.38346340006683,384.1474536000751,384.2028870000504,384.1696422001114,384.2028870000504,space,0.37072720006108284,384.1474536000751,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
34,go,7,space,gabor_0_deg.png,,,,,0,17,17,33,,,,,,,,,,,,,,,385.29937550006434,386.29913540009875,387.04931050003506,387.0994911000598,387.0703034000471,387.0994911000598,space,0.3486515999538824,387.04931050003506,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
27,go,9,space,gabor_0_deg.png,,,,,0,18,18,26,,,,,,,,,,,,,,,388.1656441000523,389.1653243000619,389.9325355000328,389.98385540000163,389.95471090008505,389.98385540000163,space,0.3585355000104755,389.9325355000328,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
31,go,4,space,gabor_0_deg.png,,,,,0,19,19,30,,,,,,,,,,,,,,,391.0815244000405,392.0968852000078,392.82974790001754,392.88172080006916,392.8514283000259,392.88172080006916,space,0.6357760999817401,392.82974790001754,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
20,go,2,space,gabor_0_deg.png,,,,,0,20,20,19,,,,,,,,,,,,,,,394.263207500102,395.26385420002043,396.0192795000039,396.0780828000279,396.03714030003175,396.0780828000279,space,0.6006295999977738,396.0192795000039,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
15,go,6,space,gabor_0_deg.png,,,,,0,21,21,14,,,,,,,,,,,,,,,397.395278400043,398.4115603000391,399.1630586000392,399.2125486000441,399.1829635000322,399.2125486000441,space,0.36268080002628267,399.1630586000392,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
1,go,1,space,gabor_0_deg.png,,,,,0,22,22,0,,,,,,,,,,,,,,,400.30962910002563,401.30909890006296,402.0506853000261,402.1153664001031,402.07408280007076,402.1153664001031,space,0.35114120005164295,402.0506853000261,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
23,go,5,space,gabor_0_deg.png,,,,,0,23,23,22,,,,,,,,,,,,,,,403.19243480009027,404.2093318999978,404.9422701000003,404.9940918000648,404.9642117000185,404.9940918000648,space,0.34741190006025136,404.9422701000003,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
24,go,6,space,gabor_0_deg.png,,,,,0,24,24,23,,,,,,,,,,,,,,,406.057985200081,407.07388800010085,407.807001600042,407.87153630005196,407.8472043001093,407.8896654000273,space,0.3658529999665916,407.807001600042,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
22,go,4,space,gabor_0_deg.png,,,,,0,25,25,21,,,,,,,,,,,,,,,408.95619210007135,409.9557059000945,410.7061831000028,410.7575784000801,410.7275821000803,410.7575784000801,space,0.33575180009938776,410.7061831000028,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
2,go,2,space,gabor_0_deg.png,,,,,0,26,26,1,,,,,,,,,,,,,,,411.8381941000698,412.8378999000415,413.5889714000514,413.63966710004024,413.6093227000674,413.63966710004024,space,0.3355640999507159,413.5889714000514,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
26,go,8,space,gabor_0_deg.png,,,,,0,27,27,25,,,,,,,,,,,,,,,414.7202470001066,415.7366738000419,416.4697383000748,416.521084100008,416.48968400002923,416.521084100008,space,0.3389196000061929,416.4697383000748,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
9,go,9,space,gabor_0_deg.png,,,,,0,28,28,8,,,,,,,,,,,,,,,417.6042871000245,418.62077850010246,419.35341800004244,419.4046270000981,419.37341930007096,419.4046270000981,space,0.3648129999637604,419.35341800004244,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
12,no-go,3,None,gabor_0_deg.png,,,,,0,29,29,11,,,,,,,,,,,,,,,420.5039619000163,421.51843600010034,422.2519839000888,422.31457200006116,422.2739149000263,422.31457200006116,None,,422.2519839000888,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
4,go,4,space,gabor_0_deg.png,,,,,0,30,30,3,,,,,,,,,,,,,,,425.0355229000561,426.03424700000323,426.78317380009685,426.83448820002377,426.8032037001103,426.83448820002377,space,0.33557129988912493,426.78317380009685,424.284297300037,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
17,go,8,space,gabor_0_deg.png,,,,,0,31,31,16,,,,,,,,,,,,,,,427.91625800007023,428.91761000000406,429.6664324000012,429.71684250002727,429.68733690003864,429.71684250002727,space,0.4365596000570804,429.6664324000012,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
32,go,5,space,gabor_0_deg.png,,,,,0,32,32,31,,,,,,,,,,,,,,,430.88197980006225,431.8821473000571,432.6284696001094,432.68156930000987,432.6502704001032,432.68156930000987,space,0.3845934000564739,432.6284696001094,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
3,no-go,3,None,gabor_0_deg.png,,,,,0,33,33,2,,,,,,,,,,,,,,,433.796394300065,434.79724750004243,435.5473218000261,435.5992358000949,435.56994730001315,435.5992358000949,None,,435.5473218000261,None,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
30,no-go,3,None,gabor_0_deg.png,,,,,0,34,34,29,,,,,,,,,,,,,,,438.31183180003427,439.31176330009475,440.060625800048,440.12510050006676,440.1013390000444,440.1440759000834,None,,440.060625800048,437.57741780008655,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
28,go,1,space,gabor_0_deg.png,,,,,0,35,35,27,,,,,,,,,,,,,,,442.811450600042,443.8096396001056,444.5636618999997,444.6222981000319,444.5987447000807,444.6433096000692,space,0.35037950007244945,444.5636618999997,442.07721210003365,8. participant,001,2021_Dec_01_1443,Experiment_Alli,2021.1.4,59.939030042832414,
