trial,condition,number,response,mask,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Instructions.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,key_resp_2.rt,text_3.started,text_3.stopped,text_4.started,text_4.stopped,image.started,image.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,91.75726930005476,None,space,30.131761500029825,91.75726930005476,None,,,,,,,,,,,,,,,,,,,6. participant,001,2021_Dec_01_1429,Experiment_Alli,2021.1.4,59.84537154988188,
3,no-go,3,None,,0,0,0,2,,,,,,,,,,,122.71896800003015,123.73227450007107,124.46612019999884,124.51792889996432,None,124.46612019999884,None,,,,,,,,,,,,6. participant,001,2021_Dec_01_1429,Experiment_Alli,2021.1.4,59.84537154988188,
35,go,8,space,,0,1,1,34,,,,,,,,,,,127.18160979996901,128.1851244000718,128.91599320003297,128.96496660006233,space,128.91599320003297,None,0.34321630001068115,,,,,,,,,,,6. participant,001,2021_Dec_01_1429,Experiment_Alli,2021.1.4,59.84537154988188,
22,go,4,space,,0,2,2,21,,,,,,,,,,,130.04825630004052,131.0624713000143,131.79763469996396,131.84668539999984,space,131.79763469996396,None,0.5016116000479087,,,,,,,,,,,6. participant,001,2021_Dec_01_1429,Experiment_Alli,2021.1.4,59.84537154988188,
20,go,2,space,,0,3,3,19,,,,,,,,,,,133.07821539998986,134.07838019996416,134.82897350005805,134.87998970004264,space,134.82897350005805,None,0.4248610999202356,,,,,,,,,,,6. participant,001,2021_Dec_01_1429,Experiment_Alli,2021.1.4,59.84537154988188,
16,go,7,space,,0,4,4,15,,,,,,,,,,,136.02792989998125,137.04329230007716,137.7937768000411,137.84491700003855,space,137.7937768000411,None,0.40866660000756383,,,,,,,,,,,6. participant,001,2021_Dec_01_1429,Experiment_Alli,2021.1.4,59.84537154988188,
2,go,2,space,,0,5,5,1,,,,,,,,,,,138.97582090005744,139.9756999000674,140.7267796000233,140.77662050002255,space,140.7267796000233,None,0.5500285000307485,,,,,,,,,,,6. participant,001,2021_Dec_01_1429,Experiment_Alli,2021.1.4,59.84537154988188,
17,go,8,space,,0,6,6,16,,,,,,,,,,,142.04096740006935,143.041982499999,143.791674099979,143.84273290005513,space,143.791674099979,None,0.40507269999943674,,,,,,,,,,,6. participant,001,2021_Dec_01_1429,Experiment_Alli,2021.1.4,59.84537154988188,
13,go,4,space,,0,7,7,12,,,,,,,,,,,144.9743886999786,145.98942710005213,146.7245120999869,146.77361819997896,space,146.7245120999869,None,0.390669499989599,,,,,,,,,,,6. participant,001,2021_Dec_01_1429,Experiment_Alli,2021.1.4,59.84537154988188,
30,no-go,3,None,,0,8,8,29,,,,,,,,,,,147.88858320005238,148.8886966999853,149.63968320004642,149.69062860007398,space,149.63968320004642,None,0.34943069994915277,,,,,,,,,,,6. participant,001,2021_Dec_01_1429,Experiment_Alli,2021.1.4,59.84537154988188,
24,go,6,space,,0,9,9,23,,,,,,,,,,,150.7708254000172,151.77061260002665,152.52108740003314,152.57136269996408,space,152.52108740003314,None,0.4634497999213636,,,,,,,,,,,6. participant,001,2021_Dec_01_1429,Experiment_Alli,2021.1.4,59.84537154988188,
7,go,7,space,,0,10,10,6,,,,,,,,,,,153.7865657999646,154.78625130001456,155.53559520002455,155.58699159999378,space,155.53559520002455,None,0.4773220999632031,,,,,,,,,,,6. participant,001,2021_Dec_01_1429,Experiment_Alli,2021.1.4,59.84537154988188,
14,go,5,space,,0,11,11,13,,,,,,,,,,,156.80195710004773,157.80258630006574,158.5520640000468,158.6014369999757,space,158.5520640000468,None,0.5556135999504477,,,,,,,,,,,6. participant,001,2021_Dec_01_1429,Experiment_Alli,2021.1.4,59.84537154988188,
18,go,9,space,,0,12,12,17,,,,,,,,,,,159.90088410000317,160.9003210000228,161.64998250000644,161.7012327000266,space,161.64998250000644,None,0.40687029995024204,,,,,,,,,,,6. participant,001,2021_Dec_01_1429,Experiment_Alli,2021.1.4,59.84537154988188,
15,go,6,space,,0,13,13,14,,,,,,,,,,,162.83432240004186,163.8332496000221,164.58380710007623,164.6351149000693,space,164.58380710007623,None,0.5875106999883428,,,,,,,,,,,6. participant,001,2021_Dec_01_1429,Experiment_Alli,2021.1.4,59.84537154988188,
5,go,5,space,,0,14,14,4,,,,,,,,,,,165.95077360002324,166.96481550007593,167.6998499999754,167.74912330007646,space,167.6998499999754,None,0.39555150002706796,,,,,,,,,,,6. participant,001,2021_Dec_01_1429,Experiment_Alli,2021.1.4,59.84537154988188,
31,go,4,space,,0,15,15,30,,,,,,,,,,,168.86475189996418,169.86405800003558,170.61663549998775,170.6801796000218,space,170.61663549998775,None,0.43443060002755374,,,,,,,,,,,6. participant,001,2021_Dec_01_1429,Experiment_Alli,2021.1.4,59.84537154988188,
21,no-go,3,None,,0,16,16,20,,,,,,,,,,,171.83006180007942,172.829774599988,173.5798493999755,173.631286000018,None,173.5798493999755,None,,,,,,,,,,,,6. participant,001,2021_Dec_01_1429,Experiment_Alli,2021.1.4,59.84537154988188,
